Witness Weight,Time (ns)
0,355826900
2,1071773700
5,1370356200
9,2069857100
14,2070692400
19,2780519000
25,4351634200
31,4934866600
38,7501563500
45,7580039600
52,8154234500
60,8253184500
68,9005511400
76,9005945900
85,10286533100
95,11246599000
104,11498954700
113,12518995100
124,12801512200
136,12804778600
146,12949309700
157,15408862700
170,15822827200
184,16653925400
199,17385333900
215,17449220400
231,18367395800
241,18898281600
253,19235844700
263,19247484300
274,19251379700
286,19548285700
303,21533838600
321,21541522000
339,23754331000
350,26162763300
369,27839301100
382,29157675800
402,29548508000
416,30554731200
433,36568499100
451,37194122500
466,37457394200
482,37478269800
501,38746211200
513,39240907500
533,39241039400
554,39241127300
576,39241212400
599,40223075600
616,41472100400
640,41473009300
658,42274854300
677,42501467000
690,43845163800
710,44976305100
735,44980492000
761,47158059500
780,47160169000
807,47160322300
835,49504262300
856,49506242000
878,51582199500
898,52093719400
927,54506135600
950,54506365100
